index,prediction,target
0,112.82542539267016,242.20989350566603
1,112.82542539267016,193.387201426687
2,112.82542539267016,302.60099573181486
3,112.82542539267016,27.144164566447145
4,112.82542539267016,38.69078343014348
5,112.82542539267016,155.3908074186458
6,112.82542539267016,-1.1083115570487223
7,112.82542539267016,57.05964559942467
8,112.82542539267016,32.49263039224908
9,112.82542539267016,255.06969309704067
10,112.82542539267016,235.5643848310672
11,112.82542539267016,272.7380580364571
12,112.82542539267016,169.40523869293858
13,112.82542539267016,170.4987006888658
14,112.82542539267016,136.6669216325593
15,112.82542539267016,69.02506228006018
16,112.82542539267016,49.439266050459764
17,112.82542539267016,161.2183989375026
18,112.82542539267016,143.1326342547814
19,112.82542539267016,26.85755455741605
20,112.82542539267016,178.1826381783153
21,112.82542539267016,318.1599098436471
22,112.82542539267016,126.48881992546843
23,112.82542539267016,121.62714703978895
24,112.82542539267016,172.2890774537555
25,112.82542539267016,72.36628594808306
26,112.82542539267016,93.73815237402877
27,112.82542539267016,79.45811878069071
28,112.82542539267016,16.949393352304853
29,112.82542539267016,139.74123780517485
30,112.82542539267016,142.8428212778303
31,112.82542539267016,71.48921416258756
32,112.82542539267016,183.66266526612736
33,112.82542539267016,118.51799069953964
34,112.82542539267016,119.02153501457649
35,112.82542539267016,21.921216217978568
36,112.82542539267016,57.59818443107819
37,112.82542539267016,38.060531335533156
38,112.82542539267016,158.17675653485168
39,112.82542539267016,79.30250344815363
40,112.82542539267016,-33.26975089455024
41,112.82542539267016,16.774363910216323
42,112.82542539267016,13.947124801752821
43,112.82542539267016,209.39947998417654
44,112.82542539267016,13.534012973765556
45,112.82542539267016,-28.967250287213233
46,112.82542539267016,35.73191117194564
47,112.82542539267016,138.84448366209347
48,112.82542539267016,247.1248379584283
49,112.82542539267016,264.1230126694122
50,112.82542539267016,159.49031787041645
51,112.82542539267016,309.3969424035659
52,112.82542539267016,180.2255236243474
53,112.82542539267016,199.42093721080687
54,112.82542539267016,92.24707196629132
55,112.82542539267016,51.84478335778285
56,112.82542539267016,34.349260998856295
57,112.82542539267016,34.34259261991019
58,112.82542539267016,20.485133530257073
59,112.82542539267016,193.92578747440126
60,112.82542539267016,18.55109147630759
61,112.82542539267016,44.84304737411496
62,112.82542539267016,30.511863623086
63,112.82542539267016,5.955150701418788
64,112.82542539267016,51.08483712519897
65,112.82542539267016,222.84818697232276
66,112.82542539267016,73.69210323966692
67,112.82542539267016,16.602988322405352
68,112.82542539267016,78.17630806974879
69,112.82542539267016,15.296110082628871
70,112.82542539267016,59.278899585445316
71,112.82542539267016,141.45628768104626
72,112.82542539267016,186.5626345035093
73,112.82542539267016,14.803713311881523
74,112.82542539267016,244.42171192273136
75,112.82542539267016,3.948571916456004
76,112.82542539267016,-0.47413349518862447
77,112.82542539267016,26.23200743048517
78,112.82542539267016,70.17706631162856
79,112.82542539267016,237.5986828196352
80,112.82542539267016,48.03513147485651
81,112.82542539267016,10.521093553276586
82,112.82542539267016,289.55736107557004
83,112.82542539267016,143.09555771338154
84,112.82542539267016,201.080306522772
85,112.82542539267016,215.39794446475196
86,112.82542539267016,187.69337266391514
87,112.82542539267016,159.39356746028034
88,112.82542539267016,167.3528683997017
89,112.82542539267016,-22.785905696154913
90,112.82542539267016,181.33320000114873
91,112.82542539267016,67.51807309285618
92,112.82542539267016,107.2180151978261
93,112.82542539267016,284.43191698370094
94,112.82542539267016,72.38375866979192
95,112.82542539267016,210.69598235652802
96,112.82542539267016,266.05643191465987
97,112.82542539267016,308.4118704635205
98,112.82542539267016,95.26813204054339
99,112.82542539267016,144.56508882244395
100,112.82542539267016,161.81490863697258
101,112.82542539267016,164.92827677547626
102,112.82542539267016,285.0582332309884
103,112.82542539267016,100.65726079767452
104,112.82542539267016,204.42300077745384
105,112.82542539267016,192.38686348765515
106,112.82542539267016,206.28347531347032
107,112.82542539267016,33.545993366268746
108,112.82542539267016,100.57867549632766
109,112.82542539267016,270.2656364305264
110,112.82542539267016,28.055687425245736
111,112.82542539267016,167.72208064080155
112,112.82542539267016,217.8490647136988
113,112.82542539267016,68.86064987768123
114,112.82542539267016,193.84013204776946
115,112.82542539267016,254.78696614006944
116,112.82542539267016,148.77252049011406
117,112.82542539267016,57.591062709810544
118,112.82542539267016,62.321287895009114
119,112.82542539267016,118.74059191397201
120,112.82542539267016,101.89345139288127
121,112.82542539267016,99.89231928025406
122,112.82542539267016,236.21535170010014
123,112.82542539267016,52.791931104364416
124,112.82542539267016,24.63739521596139
125,112.82542539267016,157.2131210880137
126,112.82542539267016,63.30458423043725
127,112.82542539267016,105.60485919143446
128,112.82542539267016,61.46915329828242
129,112.82542539267016,7.917333357475414
130,112.82542539267016,23.8321463108104
131,112.82542539267016,164.07193358843614
132,112.82542539267016,63.13351203918626
133,112.82542539267016,188.68637976871742
134,112.82542539267016,-6.575018819028102
135,112.82542539267016,172.36173050018695
136,112.82542539267016,136.8360362803661
137,112.82542539267016,195.7040610740856
138,112.82542539267016,-7.204806928415792
139,112.82542539267016,180.8059544011239
140,112.82542539267016,139.27966788840746
